ActionType,ActionDate,AssistanceType,RecordType,FAIN,AwardModificationAmendmentNumber,URI,CorrectionDeleteIndicator,SAI_Number,AwardeeOrRecipientLegalEntityName,AwardeeOrRecipientUniqueIdentifier,LegalEntityAddressLine1,LegalEntityAddressLine2,LegalEntityZIP5,LegalEntityZIPLast4,LegalEntityCongressionalDistrict,LegalEntityCountryCode,LegalEntityForeignCityName,LegalEntityForeignProvinceName,LegalEntityForeignPostalCode,BusinessTypes,FundingSubTierAgencyCode,FundingOfficeCode,AwardingSubTierAgencyCode,AwardingOfficeCode,CFDA_Number,PrimaryPlaceOfPerformanceCode,PrimaryPlaceOfPerformanceCountryCode,PrimaryPlaceOfPerformanceZIP+4,PrimaryPlaceOfPerformanceForeignLocationDescription,PrimaryPlaceOfPerformanceCongressionalDistrict,AwardDescription,PeriodOfPerformanceStartDate,PeriodOfPerformanceCurrentEndDate,FederalActionObligation,NonFederalFundingAmount,FaceValueLoanGuarantee,OriginalLoanSubsidyCost,BusinessFundsIndicator
,20190228,10,1,  ,,6402820190200472,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**129,USA,,,18,CH33,,,0000030774,,,,NON
,20190228,10,1,  ,,6402820190200473,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,FL**131,USA,,,01,CH33,,,0000306344,,,,NON
,20190228,10,1,  ,,6402820190200474,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**131,USA,,,15,CH33,,,0000024066,,,,NON
,20190228,10,1,  ,,6402820190200475,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MN**055,USA,,,01,CH33,,,0000013053,,,,NON
,20190228,10,1,  ,,6402820190200476,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OH**055,USA,,,14,CH33,,,0000179099,,,,NON
,20190228,10,1,  ,,6402820190200477,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,CA**057,USA,,,90,CH33,,,0000165444,,,,NON
,20190228,10,1,  ,,6402820190200478,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NM**057,USA,,,01,CH33,,,0000028690,,,,NON
,20190228,10,1,  ,,6402820190200479,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TN**057,USA,,,02,CH33,,,0000032979,,,,NON
,20190228,10,1,  ,,6402820190200480,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WV**057,USA,,,01,CH33,,,0000018198,,,,NON
,20190228,10,1,  ,,6402820190200481,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,FL**059,USA,,,90,CH33,,,0000016492,,,,NON
,20190228,10,1,  ,,6402820190200482,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**059,USA,,,15,CH33,,,0000020275,,,,NON
,20190228,10,1,  ,,6402820190200483,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IA**059,USA,,,04,CH33,,,0000032190,,,,NON
,20190228,10,1,  ,,6402820190200484,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PR**131,USA,,,98,CH33,,,0000031762,,,,NON
,20190228,10,1,  ,,6402820190200485,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**133,USA,,,11,CH33,,,0000033509,,,,NON
,20190228,10,1,  ,,6402820190200486,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**137,USA,,,18,CH33,,,0000081887,,,,NON
,20190228,10,1,  ,,6402820190200487,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**137,USA,,,05,CH33,,,0000013346,,,,NON
,20190228,10,1,  ,,6402820190200488,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MO**139,USA,,,03,CH33,,,0000009133,,,,NON
,20190228,10,1,  ,,6402820190200489,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MI**059,USA,,,07,CH33,,,0000049748,,,,NON
,20190228,10,1,  ,,6402820190200490,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,ND**059,USA,,,00,CH33,,,0000104256,,,,NON
,20190228,10,1,  ,,6402820190200491,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**059,USA,,,90,CH33,,,0012070963,,,,NON
,20190228,10,1,  ,,6402820190200492,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**061,USA,,,02,CH33,,,0000014446,,,,NON
,20190228,10,1,  ,,6402820190200493,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KS**061,USA,,,01,CH33,,,0000916479,,,,NON
,20190228,10,1,  ,,6402820190200494,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MT**061,USA,,,00,CH33,,,0000019988,,,,NON
,20190228,10,1,  ,,6402820190200495,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NY**061,USA,,,90,CH33,,,0004565146,,,,NON
,20190228,10,1,  ,,6402820190200496,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WV**061,USA,,,01,CH33,,,0000231114,,,,NON
,20190228,10,1,  ,,6402820190200497,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IN**063,USA,,,04,CH33,,,0000387496,,,,NON
,20190228,10,1,  ,,6402820190200498,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**139,USA,,,06,CH33,,,0000784548,,,,NON
,20190228,10,1,  ,,6402820190200499,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WI**139,USA,,,90,CH33,,,0000256648,,,,NON
,20190228,10,1,  ,,6402820190200500,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**141,USA,,,16,CH33,,,0000120281,,,,NON
,20190228,10,1,  ,,6402820190200501,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NE**141,USA,,,01,CH33,,,0000035449,,,,NON
,20190228,10,1,  ,,6402820190200502,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**143,USA,,,01,CH33,,,0000002306,,,,NON
,20190228,10,1,  ,,6402820190200503,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MS**145,USA,,,01,CH33,,,0000033377,,,,NON
,20190228,10,1,  ,,6402820190200504,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,FL**065,USA,,,90,CH33,,,0000022911,,,,NON
,20190228,10,1,  ,,6402820190200505,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OH**065,USA,,,05,CH33,,,0000045094,,,,NON
,20190228,10,1,  ,,6402820190200506,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PA**065,USA,,,05,CH33,,,0000044209,,,,NON
,20190228,10,1,  ,,6402820190200507,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,SC**065,USA,,,03,CH33,,,0000032618,,,,NON
,20190228,10,1,  ,,6402820190200508,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PR**065,USA,,,98,CH33,,,0000012686,,,,NON
,20190228,10,1,  ,,6402820190200509,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AL**067,USA,,,02,CH33,,,0000033273,,,,NON
,20190228,10,1,  ,,6402820190200510,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**067,USA,,,06,CH33,,,0000915671,,,,NON
,20190228,10,1,  ,,6402820190200511,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,LA**067,USA,,,05,CH33,,,0000019993,,,,NON
,20190228,10,1,  ,,6402820190200512,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IA**147,USA,,,04,CH33,,,0000009442,,,,NON
,20190228,10,1,  ,,6402820190200513,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KS**147,USA,,,01,CH33,,,0000001440,,,,NON
,20190228,10,1,  ,,6402820190200514,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**147,USA,,,05,CH33,,,0000021454,,,,NON
,20190228,10,1,  ,,6402820190200515,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OK**147,USA,,,01,CH33,,,0000112282,,,,NON
,20190228,10,1,  ,,6402820190200516,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**147,USA,,,05,CH33,,,0000067634,,,,NON
,20190228,10,1,  ,,6402820190200517,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MS**149,USA,,,02,CH33,,,0000077416,,,,NON
,20190228,10,1,  ,,6402820190200518,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NE**149,USA,,,03,CH33,,,0000003415,,,,NON
,20190228,10,1,  ,,6402820190200519,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**153,USA,,,90,CH33,,,0000004840,,,,NON
,20190228,10,1,  ,,6402820190200520,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PR**153,USA,,,98,CH33,,,0000018284,,,,NON
,20190228,10,1,  ,,6402820190200521,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KS**155,USA,,,01,CH33,,,0000068383,,,,NON
,20190228,10,1,  ,,6402820190200522,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MI**155,USA,,,04,CH33,,,0000142816,,,,NON
,20190228,10,1,  ,,6402820190200523,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NH**009,USA,,,90,CH33,,,0000313487,,,,NON
,20190228,10,1,  ,,6402820190200524,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NM**009,USA,,,03,CH33,,,0000311782,,,,NON
,20190228,10,1,  ,,6402820190200525,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TN**009,USA,,,02,CH33,,,0000328550,,,,NON
,20190228,10,1,  ,,6402820190200526,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PR**009,USA,,,98,CH33,,,0000023349,,,,NON
,20190228,10,1,  ,,6402820190200527,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AR**011,USA,,,04,CH33,,,0000007880,,,,NON
,20190228,10,1,  ,,6402820190200528,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IA**011,USA,,,01,CH33,,,0000039934,,,,NON
,20190228,10,1,  ,,6402820190200529,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MS**011,USA,,,02,CH33,,,0000026247,,,,NON
,20190228,10,1,  ,,6402820190200530,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**011,USA,,,13,CH33,,,0000003012,,,,NON
,20190228,10,1,  ,,6402820190200531,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**011,USA,,,05,CH33,,,0000048614,,,,NON
,20190228,10,1,  ,,6402820190200532,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PR**067,USA,,,98,CH33,,,0000020012,,,,NON
,20190228,10,1,  ,,6402820190200533,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AL**069,USA,,,02,CH33,,,0000362034,,,,NON
,20190228,10,1,  ,,6402820190200534,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**069,USA,,,12,CH33,,,0000066148,,,,NON
,20190228,10,1,  ,,6402820190200535,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WV**069,USA,,,01,CH33,,,0000040022,,,,NON
,20190228,10,1,  ,,6402820190200536,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,CA**071,USA,,,90,CH33,,,0006962354,,,,NON
,20190228,10,1,  ,,6402820190200537,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,FL**071,USA,,,90,CH33,,,0001637765,,,,NON
,20190228,10,1,  ,,6402820190200538,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IA**071,USA,,,03,CH33,,,0000025540,,,,NON
,20190228,10,1,  ,,6402820190200539,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**071,USA,,,05,CH33,,,0000034357,,,,NON
,20190228,10,1,  ,,6402820190200540,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MN**071,USA,,,08,CH33,,,0000004727,,,,NON
,20190228,10,1,  ,,6402820190200541,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**155,USA,,,09,CH33,,,0000284705,,,,NON
,20190228,10,1,  ,,6402820190200542,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IN**157,USA,,,04,CH33,,,0000597874,,,,NON
,20190228,10,1,  ,,6402820190200543,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MN**159,USA,,,08,CH33,,,0000044258,,,,NON
,20190228,10,1,  ,,6402820190200544,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**161,USA,,,12,CH33,,,0000011775,,,,NON
,20190228,10,1,  ,,6402820190200545,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MS**161,USA,,,02,CH33,,,0000030546,,,,NON
,20190228,10,1,  ,,6402820190200546,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**161,USA,,,10,CH33,,,0000067935,,,,NON
,20190228,10,1,  ,,6402820190200547,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OH**161,USA,,,05,CH33,,,0000044932,,,,NON
,20190228,10,1,  ,,6402820190200548,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TN**161,USA,,,07,CH33,,,0000152087,,,,NON
,20190228,10,1,  ,,6402820190200549,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**163,USA,,,10,CH33,,,0000022282,,,,NON
,20190228,10,1,  ,,6402820190200550,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IN**163,USA,,,08,CH33,,,0000352827,,,,NON
,20190228,10,1,  ,,6402820190200551,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**163,USA,,,07,CH33,,,0000133334,,,,NON
,20190228,10,1,  ,,6402820190200552,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OH**163,USA,,,15,CH33,,,0000010519,,,,NON
,20190228,10,1,  ,,6402820190200553,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**163,USA,,,06,CH33,,,0000040297,,,,NON
,20190228,10,1,  ,,6402820190200554,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**165,USA,,,15,CH33,,,0000034132,,,,NON
,20190228,10,1,  ,,6402820190200555,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IA**165,USA,,,04,CH33,,,0000008923,,,,NON
,20190228,10,1,  ,,6402820190200556,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,ME**013,USA,,,01,CH33,,,0000046955,,,,NON
,20190228,10,1,  ,,6402820190200557,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MN**013,USA,,,01,CH33,,,0000240221,,,,NON
,20190228,10,1,  ,,6402820190200558,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NJ**013,USA,,,90,CH33,,,0001396148,,,,NON
,20190228,10,1,  ,,6402820190200559,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NM**013,USA,,,02,CH33,,,0000719456,,,,NON
,20190228,10,1,  ,,6402820190200560,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,ND**013,USA,,,00,CH33,,,0000004215,,,,NON
,20190228,10,1,  ,,6402820190200561,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OK**013,USA,,,02,CH33,,,0000129407,,,,NON
,20190228,10,1,  ,,6402820190200562,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,SD**013,USA,,,00,CH33,,,0000065748,,,,NON
,20190228,10,1,  ,,6402820190200563,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AZ**015,USA,,,90,CH33,,,0000279827,,,,NON
,20190228,10,1,  ,,6402820190200564,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**015,USA,,,17,CH33,,,0000018508,,,,NON
,20190228,10,1,  ,,6402820190200565,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**071,USA,,,09,CH33,,,0000030830,,,,NON
,20190228,10,1,  ,,6402820190200566,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MI**073,USA,,,04,CH33,,,0000202380,,,,NON
,20190228,10,1,  ,,6402820190200567,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TN**073,USA,,,01,CH33,,,0000106091,,,,NON
,20190228,10,1,  ,,6402820190200568,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**075,USA,,,01,CH33,,,0000007029,,,,NON
,20190228,10,1,  ,,6402820190200569,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MO**075,USA,,,06,CH33,,,0000011787,,,,NON
,20190228,10,1,  ,,6402820190200570,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**075,USA,,,13,CH33,,,0000003814,,,,NON
,20190228,10,1,  ,,6402820190200571,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AL**077,USA,,,05,CH33,,,0000159406,,,,NON
,20190228,10,1,  ,,6402820190200572,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OH**165,USA,,,01,CH33,,,0000625515,,,,NON
,20190228,10,1,  ,,6402820190200573,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**167,USA,,,08,CH33,,,0000082050,,,,NON
,20190228,10,1,  ,,6402820190200574,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MN**171,USA,,,06,CH33,,,0000320985,,,,NON
,20190228,10,1,  ,,6402820190200575,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**171,USA,,,05,CH33,,,0000059109,,,,NON
,20190228,10,1,  ,,6402820190200576,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IN**173,USA,,,08,CH33,,,0000066516,,,,NON
,20190228,10,1,  ,,6402820190200577,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**175,USA,,,12,CH33,,,0000068178,,,,NON
,20190228,10,1,  ,,6402820190200578,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IN**175,USA,,,09,CH33,,,0000052165,,,,NON
,20190228,10,1,  ,,6402820190200579,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NM**015,USA,,,02,CH33,,,0000047065,,,,NON
,20190228,10,1,  ,,6402820190200580,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WY**015,USA,,,00,CH33,,,0000014997,,,,NON
,20190228,10,1,  ,,6402820190200581,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MD**017,USA,,,05,CH33,,,0002320955,,,,NON
,20190228,10,1,  ,,6402820190200582,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MA**017,USA,,,90,CH33,,,0004843740,,,,NON
,20190228,10,1,  ,,6402820190200583,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**017,USA,,,90,CH33,,,0000041080,,,,NON
,20190228,10,1,  ,,6402820190200584,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WI**017,USA,,,90,CH33,,,0000109624,,,,NON
,20190228,10,1,  ,,6402820190200585,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AR**077,USA,,,01,CH33,,,0000003066,,,,NON
,20190228,10,1,  ,,6402820190200586,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**077,USA,,,03,CH33,,,0000586540,,,,NON
,20190228,10,1,  ,,6402820190200587,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MI**077,USA,,,06,CH33,,,0000492943,,,,NON
,20190228,10,1,  ,,6402820190200588,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NY**077,USA,,,19,CH33,,,0000060454,,,,NON
,20190228,10,1,  ,,6402820190200589,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WA**077,USA,,,04,CH33,,,0000363793,,,,NON
,20190228,10,1,  ,,6402820190200590,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,CA**079,USA,,,24,CH33,,,0000532150,,,,NON
,20190228,10,1,  ,,6402820190200591,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**079,USA,,,02,CH33,,,0000030941,,,,NON
,20190228,10,1,  ,,6402820190200592,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,LA**079,USA,,,05,CH33,,,0000431250,,,,NON
,20190228,10,1,  ,,6402820190200593,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MN**079,USA,,,01,CH33,,,0000039006,,,,NON
,20190228,10,1,  ,,6402820190200594,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WV**079,USA,,,02,CH33,,,0000147589,,,,NON
,20190228,10,1,  ,,6402820190200595,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,CO**081,USA,,,03,CH33,,,0000023588,,,,NON
,20190228,10,1,  ,,6402820190200596,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**177,USA,,,02,CH33,,,0000079303,,,,NON
,20190228,10,1,  ,,6402820190200597,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**177,USA,,,01,CH33,,,0000038583,,,,NON
,20190228,10,1,  ,,6402820190200598,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TN**177,USA,,,04,CH33,,,0000082555,,,,NON
,20190228,10,1,  ,,6402820190200599,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**179,USA,,,09,CH33,,,0000334393,,,,NON
,20190228,10,1,  ,,6402820190200600,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**183,USA,,,15,CH33,,,0000083215,,,,NON
,20190228,10,1,  ,,6402820190200601,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TN**183,USA,,,08,CH33,,,0000059137,,,,NON
